user_id,grade_id,role,coin,score,streak,days_since_last_study,vip_days_remaining,is_vip_active,unit_progress_percent,section_progress_percent,active_days_7d,active_days_14d,active_days_30d,lessons_completed_7d,lessons_completed_14d,lessons_completed_30d,questions_answered_7d,questions_answered_14d,questions_answered_30d,accuracy_7d,accuracy_14d,accuracy_30d,avg_attempt_count_7d,coins_earned_7d,coins_earned_30d,writing_eval_count_30d,speaking_eval_count_30d,avg_writing_ai_score_30d,avg_speaking_ai_score_30d,skip_item_quantity,listening_accuracy_30d,speaking_accuracy_30d,reading_accuracy_30d,writing_accuracy_30d,vocabulary_accuracy_30d,grammar_accuracy_30d,strong_skill,weak_skill,trend_label
478,11,USER,189,2174,10,4,0,0,68.0,90.4,3,10,16,16,22,30,60,85,208,55.8,55.6,57.5,1.96,102,298,2,1,47.6,43.6,2,37.5,50.2,53.5,51.1,65.2,74.9,grammar,listening,STABLE
479,11,ADMIN,317,1793,6,9,0,0,80.6,80.6,4,8,14,7,10,22,62,81,151,63.0,64.0,67.4,1.25,50,230,0,1,0.0,63.9,0,68.1,53.5,71.4,71.4,64.6,71.1,reading,speaking,DECLINING
480,5,USER,209,1588,7,9,0,0,41.6,43.5,2,8,12,8,10,19,29,67,122,57.0,63.8,65.3,1.61,79,191,1,2,66.9,72.3,0,63.2,70.3,51.0,67.7,57.3,62.4,speaking,reading,DECLINING
481,12,USER,600,1327,2,6,214,1,40.5,18.0,3,6,11,4,8,12,16,43,81,49.7,51.4,51.7,1.57,42,108,1,0,61.5,0.0,0,49.7,42.3,60.4,45.9,51.3,56.0,reading,speaking,STABLE
482,2,USER,297,1228,10,1,211,1,21.7,22.2,3,3,5,3,6,8,9,15,28,64.9,65.5,61.4,1.61,16,78,0,0,0.0,0.0,0,85.5,75.6,46.5,51.5,72.6,67.1,listening,reading,STABLE
483,11,USER,374,2530,17,2,0,0,64.7,55.2,4,9,20,18,27,39,121,154,241,71.3,67.6,66.1,1.84,102,414,2,3,46.2,86.1,1,63.6,81.8,76.6,45.6,82.2,75.8,vocabulary,writing,IMPROVING
484,6,USER,281,2561,10,4,0,0,65.3,65.4,3,7,15,10,21,37,132,172,283,62.8,58.9,64.8,1.46,153,407,4,4,56.0,84.9,0,73.8,72.2,60.9,58.0,51.7,62.9,listening,vocabulary,STABLE
485,12,USER,621,1510,6,6,263,1,28.3,46.1,3,5,11,4,9,17,68,90,134,69.8,65.5,66.6,1.53,46,168,1,2,39.6,67.3,1,56.1,67.5,55.5,43.7,62.0,72.6,grammar,writing,STABLE
486,11,USER,365,1279,5,10,0,0,48.6,49.9,3,5,7,6,8,12,27,54,102,49.9,57.7,58.6,1.9,52,126,1,0,71.0,0.0,1,57.0,46.0,64.3,63.8,45.5,52.2,reading,vocabulary,DECLINING
487,3,USER,491,2099,14,10,198,1,69.6,83.1,3,7,12,7,13,21,76,108,166,66.6,71.6,68.2,1.36,87,216,1,1,69.0,51.4,0,63.6,54.9,64.6,64.1,72.2,69.0,vocabulary,speaking,STABLE
488,3,USER,53,1488,12,7,0,0,44.1,42.0,3,4,8,1,3,4,15,26,47,68.0,75.2,76.0,1.29,9,36,1,0,86.4,0.0,0,75.5,74.7,76.6,67.8,81.4,50.7,vocabulary,grammar,DECLINING
489,10,USER,374,2344,20,1,102,1,76.2,77.5,4,10,20,9,13,27,49,126,211,93.7,86.3,83.3,1.28,140,324,4,2,86.6,86.4,0,70.6,87.1,98.0,86.0,84.5,74.3,reading,listening,IMPROVING
490,9,USER,0,1878,29,4,43,1,72.5,86.4,7,10,16,7,9,23,59,96,188,49.3,56.9,58.7,1.75,104,271,2,4,61.5,49.0,0,84.9,40.8,71.6,64.7,57.2,61.0,listening,speaking,DECLINING
491,11,USER,0,1834,12,0,0,0,51.4,71.3,5,9,12,4,9,20,47,72,135,72.1,71.1,73.3,1.26,55,189,2,1,85.0,45.3,4,70.8,57.6,81.8,71.4,81.4,65.6,reading,speaking,STABLE
492,8,USER,761,1807,16,3,329,1,71.2,79.9,3,8,21,4,9,20,36,81,122,52.8,58.6,63.1,1.93,81,198,1,1,62.3,67.2,0,63.0,63.2,61.0,58.4,45.4,86.7,grammar,vocabulary,DECLINING
493,1,USER,265,812,0,0,0,0,21.9,7.3,0,2,3,1,2,5,6,10,19,60.1,56.9,60.2,1.95,8,38,0,0,0.0,0.0,2,68.2,45.6,61.0,65.1,60.0,59.8,listening,speaking,STABLE
494,5,USER,211,1951,15,5,36,1,93.6,100.0,4,8,10,9,12,19,59,130,188,57.5,55.2,57.8,1.9,54,212,3,1,59.7,53.8,0,57.4,56.3,40.9,64.2,78.4,64.1,vocabulary,reading,STABLE
495,7,USER,0,1337,8,1,0,0,63.1,64.0,2,3,5,2,3,7,13,30,46,67.2,72.5,65.0,1.92,13,57,0,1,0.0,52.8,0,66.9,59.1,66.8,60.1,55.6,48.0,listening,grammar,STABLE
496,8,USER,434,2498,17,0,0,0,58.7,43.7,4,10,25,8,22,37,61,102,201,68.2,68.4,68.3,1.62,157,376,3,2,49.8,74.8,2,69.0,73.7,66.2,54.9,65.9,53.4,speaking,grammar,STABLE
497,7,USER,281,1215,3,6,0,0,56.2,78.6,4,7,11,5,8,11,26,36,71,69.4,69.2,66.4,1.78,24,66,0,1,0.0,76.8,1,44.0,71.6,50.4,50.4,51.8,81.2,grammar,listening,STABLE
498,7,USER,302,1601,13,6,0,0,64.4,60.5,2,9,15,7,12,19,35,56,136,56.6,59.3,59.0,1.74,66,163,0,0,0.0,0.0,4,61.7,46.1,72.8,40.2,59.4,45.8,reading,writing,STABLE
499,11,USER,427,2052,10,3,140,1,67.9,72.2,1,7,11,5,8,19,23,55,136,62.6,59.6,61.7,2.12,73,209,0,2,0.0,33.3,0,68.3,36.8,46.0,58.1,62.9,69.0,grammar,speaking,STABLE
500,5,USER,0,1134,0,2,0,0,35.1,33.4,2,4,6,4,7,12,41,54,75,47.7,53.5,57.0,1.58,48,112,0,0,0.0,0.0,3,70.3,67.0,54.4,48.9,42.3,61.7,listening,vocabulary,DECLINING
501,5,USER,133,2389,9,0,0,0,76.2,83.0,4,8,18,14,20,32,44,94,152,56.6,55.9,56.9,1.79,110,263,3,2,42.0,72.9,0,65.9,62.7,60.9,38.7,68.2,41.6,vocabulary,writing,STABLE
502,9,USER,656,1908,13,4,123,1,37.5,30.1,4,7,19,9,12,29,55,80,182,52.7,54.3,50.2,1.62,155,337,2,1,49.9,54.0,1,45.1,56.0,62.3,47.8,61.9,44.7,reading,grammar,STABLE
503,5,USER,384,2739,13,1,0,0,73.7,78.5,5,9,19,9,22,33,64,174,238,76.2,79.9,78.5,1.54,121,353,4,2,50.9,84.3,3,85.8,81.6,83.6,53.6,79.9,75.5,listening,writing,STABLE
504,5,USER,340,2504,27,0,0,0,58.0,51.2,6,11,22,23,30,41,87,204,311,80.1,79.7,75.6,1.17,166,445,2,2,45.4,78.0,0,85.0,71.0,82.6,52.1,71.8,68.0,listening,writing,IMPROVING
505,7,USER,563,2954,23,0,0,0,63.8,52.1,4,12,24,23,32,51,105,186,335,61.3,59.3,59.7,1.62,92,487,2,3,70.9,52.0,0,41.7,49.0,32.9,58.9,65.9,48.4,vocabulary,reading,STABLE
506,7,USER,595,2042,18,8,285,1,40.9,51.7,5,8,17,6,10,17,26,58,120,70.1,64.7,63.6,1.4,37,168,2,1,66.6,58.4,3,66.6,60.2,70.4,66.7,42.5,54.7,reading,vocabulary,IMPROVING
507,5,USER,0,2354,3,0,0,0,40.3,43.1,3,9,19,5,14,32,94,171,286,62.6,64.8,59.2,1.75,120,363,1,3,65.7,75.7,1,61.2,72.8,50.7,58.7,55.5,61.5,speaking,reading,STABLE
508,5,USER,354,942,9,3,23,1,56.1,63.9,4,7,10,5,8,14,33,60,88,45.1,47.2,48.5,1.92,56,142,0,2,0.0,39.3,0,51.4,39.3,55.7,26.7,43.7,67.9,grammar,writing,STABLE
509,10,USER,74,1528,12,6,0,0,59.7,47.5,3,8,11,4,8,15,42,53,106,69.9,67.1,69.7,1.77,71,173,3,0,75.0,0.0,0,71.0,67.1,62.2,71.2,79.1,71.8,vocabulary,reading,STABLE
510,4,USER,489,2251,12,7,0,0,40.4,33.4,5,8,12,5,12,24,57,87,185,77.1,69.7,63.4,1.38,71,257,2,1,32.5,79.5,0,67.8,74.4,72.6,35.3,49.2,64.2,speaking,writing,IMPROVING
511,8,USER,0,1578,9,2,0,0,58.1,41.7,1,5,8,2,4,10,22,44,75,77.7,76.6,72.4,1.36,48,103,0,0,0.0,0.0,0,65.8,78.4,67.8,64.8,69.6,79.6,grammar,writing,STABLE
512,9,USER,752,1286,14,4,0,0,25.9,13.8,1,5,10,7,9,14,42,61,102,60.5,62.3,61.9,1.79,49,153,0,0,0.0,0.0,0,65.7,71.6,71.0,48.6,56.8,62.9,speaking,writing,STABLE
513,4,USER,506,1970,20,2,0,0,100.0,100.0,5,7,24,11,17,38,68,150,261,49.5,50.9,55.0,1.97,135,440,2,8,62.4,57.4,4,51.3,59.3,61.7,61.0,75.0,46.5,vocabulary,grammar,STABLE
514,9,USER,378,1091,2,29,0,0,64.3,75.6,0,0,0,0,0,0,4,8,13,70.6,68.3,66.7,1.9,0,0,1,0,78.3,0.0,0,66.3,70.9,49.5,68.1,64.8,69.0,speaking,reading,STABLE
515,7,USER,375,3479,21,3,0,0,97.1,100.0,6,8,26,18,33,58,121,203,320,60.2,66.0,66.9,1.67,137,549,5,5,77.5,62.9,1,60.9,65.8,75.8,68.2,81.0,58.3,vocabulary,grammar,DECLINING
516,3,USER,0,905,1,11,0,0,55.7,60.6,1,2,4,2,3,6,8,17,38,55.1,54.2,58.5,1.87,13,30,0,1,0.0,25.8,0,81.4,31.5,43.2,48.1,58.2,49.9,listening,speaking,STABLE
517,6,USER,279,2237,10,4,0,0,57.4,48.9,7,10,14,8,19,29,54,91,191,62.2,55.5,55.6,1.36,66,272,0,2,0.0,48.6,0,61.8,39.2,40.6,59.8,48.1,65.4,grammar,speaking,IMPROVING
518,9,USER,419,2260,4,4,0,0,56.4,42.0,1,8,14,7,17,34,52,141,203,49.3,52.2,54.4,1.84,120,334,4,2,43.9,71.9,3,49.8,66.9,49.7,43.7,38.7,53.5,speaking,vocabulary,STABLE
519,4,USER,0,2112,10,12,0,0,57.5,71.5,2,7,12,9,14,28,50,124,169,43.0,52.9,56.5,2.02,62,216,3,2,75.2,84.0,0,59.0,64.6,71.9,70.4,46.9,82.6,grammar,vocabulary,DECLINING
520,8,USER,736,2104,21,0,257,1,92.2,91.8,6,11,17,12,23,34,47,105,199,68.0,74.0,72.6,1.84,93,385,2,1,51.7,86.2,2,64.5,83.0,69.5,56.5,51.3,58.8,speaking,vocabulary,STABLE
521,11,USER,734,2718,11,3,285,1,69.9,68.6,3,10,16,7,18,29,48,124,236,57.1,50.7,60.0,1.55,81,333,2,3,77.6,56.6,0,55.0,59.0,51.5,75.7,59.0,55.4,writing,reading,STABLE
522,5,USER,0,1532,3,8,0,0,54.0,60.4,5,5,9,6,10,21,47,96,147,67.7,72.7,67.8,1.87,97,209,3,4,50.4,52.2,2,83.7,50.9,64.4,48.8,53.8,59.4,listening,writing,STABLE
523,9,USER,258,1531,9,1,0,0,60.5,55.5,7,7,11,6,7,14,37,55,102,60.1,59.6,58.7,1.62,63,136,1,2,62.8,61.2,4,59.7,56.1,64.8,55.8,41.8,59.9,reading,vocabulary,STABLE
524,4,USER,312,1493,6,5,0,0,47.5,57.9,3,3,5,3,4,7,15,26,35,53.2,54.2,54.7,1.62,18,45,0,0,0.0,0.0,0,59.7,56.9,46.1,61.6,55.9,53.7,writing,reading,STABLE
525,5,USER,275,2900,10,0,0,0,97.3,100.0,7,9,22,17,22,36,89,194,262,79.4,72.5,71.8,1.26,93,396,1,4,72.8,73.2,0,68.0,76.9,95.3,64.5,64.2,44.2,reading,grammar,IMPROVING
526,5,USER,337,1521,4,1,0,0,51.6,74.0,2,4,12,6,8,19,65,92,160,46.9,49.9,55.0,2.01,47,175,1,1,66.7,63.4,2,53.3,53.9,59.4,67.3,55.7,44.6,writing,grammar,DECLINING
527,5,USER,612,2213,6,0,311,1,56.4,55.0,5,12,14,17,22,32,32,78,167,57.1,53.3,51.8,1.74,119,331,2,4,57.1,51.8,1,50.0,45.5,43.2,45.0,48.5,69.0,grammar,reading,IMPROVING
528,2,USER,171,1368,10,6,0,0,45.6,43.1,4,6,10,7,10,14,25,46,96,41.6,44.9,44.1,1.87,25,135,0,0,0.0,0.0,3,40.5,46.8,41.9,55.7,10.0,43.6,writing,vocabulary,STABLE
529,6,USER,318,2256,13,0,0,0,85.8,98.1,4,8,22,14,27,39,57,125,241,67.8,68.9,64.2,1.83,147,394,1,2,51.7,82.8,1,63.0,75.5,60.3,43.7,74.6,75.6,grammar,writing,STABLE
530,10,USER,0,959,0,7,0,0,0.0,7.7,2,2,5,1,2,5,7,18,29,34.0,32.1,34.7,1.72,9,18,0,0,0.0,0.0,0,62.4,49.8,41.9,30.6,45.1,23.8,listening,grammar,STABLE
531,7,USER,28,1033,3,2,0,0,42.6,46.2,0,3,5,2,4,6,9,19,55,64.1,65.6,62.5,1.74,9,31,1,0,26.2,0.0,4,67.1,63.1,51.1,29.6,56.9,81.0,grammar,writing,STABLE
532,9,USER,775,2571,14,7,303,1,53.2,32.9,5,10,20,11,18,37,36,93,249,63.2,59.8,58.3,1.81,179,385,0,0,0.0,0.0,0,65.0,54.8,68.0,65.2,56.8,48.9,reading,grammar,IMPROVING
533,2,USER,26,2717,21,4,0,0,53.0,69.7,4,10,24,7,18,32,146,198,267,74.9,75.3,74.9,1.47,110,398,0,3,0.0,71.0,1,70.1,73.1,98.0,58.0,65.1,72.5,reading,writing,STABLE
534,11,USER,48,1108,0,8,0,0,44.0,64.3,1,3,4,2,3,5,15,27,44,65.0,60.3,64.1,1.54,6,14,0,0,0.0,0.0,0,53.4,75.2,69.8,56.1,51.8,69.1,speaking,vocabulary,STABLE
535,10,USER,325,1434,7,3,0,0,69.2,71.4,2,8,12,11,14,20,27,59,104,53.3,60.5,68.0,1.83,63,186,0,2,0.0,58.3,4,61.1,54.4,61.6,77.9,63.1,73.3,writing,speaking,DECLINING
536,12,USER,382,2178,16,5,0,0,86.7,80.9,5,7,13,4,8,21,38,75,164,72.1,66.4,64.9,1.64,62,221,0,1,0.0,84.3,1,63.5,70.4,61.6,61.1,62.4,78.3,grammar,writing,IMPROVING
537,2,ADMIN,417,1937,4,3,0,0,61.8,97.1,2,6,13,6,16,21,47,96,161,59.0,62.3,63.1,1.59,103,221,2,2,69.6,60.8,0,89.1,66.5,52.9,64.8,68.0,57.5,listening,reading,STABLE
538,6,USER,64,1897,10,7,0,0,55.7,66.7,1,8,17,9,16,29,59,74,180,52.2,60.0,55.7,1.66,71,278,0,2,0.0,51.2,0,52.2,53.7,45.9,81.1,60.1,59.4,writing,reading,STABLE
539,3,USER,0,1855,8,1,0,0,85.4,90.4,3,7,11,6,10,20,59,105,150,70.0,67.5,65.4,1.59,41,205,1,3,76.5,66.5,0,79.3,62.5,50.3,71.1,70.3,63.7,listening,reading,STABLE
540,2,USER,350,2102,3,4,0,0,63.7,96.3,3,6,16,10,15,27,45,97,178,75.9,82.6,80.8,1.08,112,267,1,3,73.5,80.4,0,74.7,72.8,91.5,66.0,71.0,76.1,reading,writing,STABLE
541,4,USER,395,1174,0,3,0,0,41.1,34.4,2,4,6,3,6,11,22,51,88,58.1,54.9,58.6,2.04,60,153,1,0,71.4,0.0,0,43.9,45.3,63.5,68.1,65.0,68.6,grammar,listening,STABLE
542,1,USER,49,1852,0,1,0,0,59.2,64.0,3,7,8,5,7,14,24,63,101,52.3,53.7,55.1,1.66,19,97,0,1,0.0,55.4,2,76.0,57.8,52.4,33.8,57.0,53.2,listening,writing,STABLE
543,10,USER,410,3099,14,4,0,0,67.9,72.5,3,10,21,17,22,41,139,347,467,56.1,59.4,60.7,1.99,173,414,1,1,45.4,51.6,0,70.8,51.8,66.8,59.4,55.1,63.7,listening,speaking,STABLE
544,3,USER,185,1028,4,5,0,0,60.2,85.8,5,6,9,4,8,13,25,37,88,39.4,44.3,46.9,2.18,46,135,2,1,46.2,49.4,0,42.5,41.7,39.2,48.5,73.0,48.2,vocabulary,reading,DECLINING
545,6,USER,156,1790,11,8,304,1,44.0,35.5,2,6,12,6,8,16,39,61,117,51.4,57.5,48.6,1.95,58,122,3,3,74.8,54.1,1,41.0,57.1,50.8,60.7,51.1,41.6,writing,listening,STABLE
546,4,USER,673,1872,1,5,216,1,29.3,27.7,0,3,12,5,12,20,62,120,160,48.7,53.7,53.7,1.87,82,247,2,2,51.4,50.6,0,51.4,38.4,57.9,51.9,80.9,60.6,vocabulary,speaking,STABLE
547,3,USER,0,1271,0,4,0,0,50.0,46.8,0,0,1,0,1,1,0,0,0,71.3,72.2,71.5,1.54,0,0,0,0,0.0,0.0,0,61.4,81.6,66.5,45.7,86.2,68.4,vocabulary,writing,STABLE
548,10,USER,842,2198,21,3,95,1,76.4,89.1,2,9,22,10,21,35,32,82,228,58.4,58.5,55.8,1.42,63,342,2,3,41.6,44.5,4,56.3,47.9,46.7,38.4,77.3,51.1,vocabulary,writing,STABLE
549,10,USER,369,1714,9,0,0,0,52.1,55.6,2,9,12,6,15,21,55,71,122,60.1,65.6,66.7,1.65,92,200,1,3,55.4,66.1,0,72.4,67.1,59.1,55.5,81.6,64.0,vocabulary,writing,DECLINING
550,5,USER,9,777,0,7,0,0,50.2,63.9,1,1,3,2,3,4,16,24,34,45.3,43.7,44.7,2.24,5,24,0,0,0.0,0.0,1,61.7,43.9,49.3,37.8,55.6,34.5,listening,grammar,STABLE
551,11,USER,0,1830,22,6,95,1,36.2,15.6,4,7,13,5,10,15,27,75,103,63.4,74.1,68.5,1.69,50,191,1,1,65.5,82.6,0,65.3,82.6,55.6,56.4,55.1,64.1,speaking,vocabulary,STABLE
552,7,USER,19,1486,15,8,0,0,46.9,46.6,1,6,13,3,7,20,53,83,157,58.6,60.2,62.6,1.93,51,212,2,2,75.6,56.7,0,64.0,58.5,75.0,60.9,37.0,67.4,reading,vocabulary,DECLINING
553,12,USER,148,1762,17,4,0,0,84.9,99.9,1,9,16,8,16,27,43,86,162,62.6,63.3,62.6,1.58,63,265,0,1,0.0,66.2,4,61.3,61.8,71.6,80.3,70.7,39.7,writing,grammar,STABLE
554,11,USER,0,889,0,9,0,0,48.4,35.6,1,3,4,2,3,7,22,38,61,47.0,53.9,49.2,1.69,21,43,0,0,0.0,0.0,3,47.2,53.5,42.5,42.0,41.4,59.1,grammar,vocabulary,STABLE
555,11,USER,144,992,0,8,0,0,47.2,37.6,1,3,5,2,4,10,17,26,60,50.8,52.6,56.9,1.86,27,88,0,1,0.0,70.9,0,51.6,75.9,62.0,51.5,47.5,53.9,speaking,vocabulary,DECLINING
556,10,USER,185,1897,10,5,0,0,59.7,68.1,2,7,20,8,18,32,93,117,225,56.9,57.4,61.0,1.7,138,325,2,3,58.7,65.6,1,51.8,56.5,49.6,62.0,86.8,54.7,vocabulary,reading,STABLE
557,8,USER,605,2539,22,2,0,0,47.2,59.0,4,8,19,17,23,40,65,120,320,58.5,56.7,53.7,1.68,143,387,3,3,38.1,68.5,0,53.1,71.1,47.4,42.9,56.1,52.7,speaking,writing,IMPROVING
558,11,USER,339,2725,12,3,0,0,78.3,100.0,4,11,23,12,30,45,118,208,300,58.9,58.6,58.2,1.8,180,435,3,7,45.5,64.8,0,80.6,59.8,55.2,55.1,50.4,59.7,listening,vocabulary,STABLE
559,3,USER,234,2221,3,10,0,0,39.8,52.3,1,11,14,7,15,28,51,107,226,50.3,55.0,56.4,1.89,68,294,0,4,0.0,53.8,0,82.5,58.1,54.8,65.3,56.9,53.8,listening,grammar,DECLINING
560,7,USER,339,1818,3,3,0,0,65.6,54.8,2,10,14,7,14,21,35,54,134,65.4,61.0,59.5,2.06,68,193,2,1,49.1,55.3,0,62.5,55.5,54.3,50.7,64.8,66.3,grammar,writing,STABLE
561,5,USER,356,2783,20,6,69,1,78.8,72.7,5,10,19,14,31,42,132,203,293,69.2,70.8,72.2,1.7,115,490,2,1,73.7,59.1,3,68.3,51.7,71.6,63.8,65.8,85.1,grammar,speaking,STABLE
562,9,USER,210,1852,22,4,0,0,60.8,58.1,6,6,22,16,25,38,36,52,145,59.3,58.2,60.0,2.01,134,352,4,3,87.7,61.0,0,63.1,57.2,65.2,79.1,51.6,71.9,writing,vocabulary,STABLE
563,10,USER,0,1205,8,5,0,0,38.4,37.7,0,4,6,2,3,7,16,37,50,51.1,49.5,56.3,1.88,11,38,0,0,0.0,0.0,0,27.7,73.3,64.8,66.6,45.4,54.6,speaking,listening,STABLE
564,10,USER,531,3044,13,7,0,0,96.2,97.3,5,9,25,11,27,45,101,249,374,69.0,72.3,70.8,1.56,160,503,3,8,74.5,74.9,4,54.0,74.2,77.9,70.3,59.6,75.3,reading,listening,STABLE
565,3,USER,98,1611,10,5,0,0,59.8,84.3,2,7,12,9,12,18,16,36,101,46.4,50.2,51.6,2.1,35,137,0,1,0.0,38.3,4,59.1,46.3,65.8,66.5,59.8,47.0,writing,speaking,STABLE
566,11,USER,405,1579,9,4,0,0,63.3,100.0,4,8,13,9,11,18,36,61,119,62.0,60.9,60.2,1.75,37,182,0,3,0.0,69.1,0,77.0,60.9,61.4,53.0,71.7,54.7,listening,writing,STABLE
567,9,USER,533,2828,13,4,0,0,90.6,100.0,4,11,20,15,20,40,77,127,349,64.9,60.3,59.9,1.21,157,446,4,2,61.8,49.0,1,57.9,52.4,71.8,60.2,57.0,69.3,reading,speaking,IMPROVING
568,5,USER,304,1069,3,0,0,0,75.8,82.7,1,5,11,8,11,17,22,52,80,57.0,55.6,63.3,1.94,56,166,0,1,0.0,80.7,1,65.2,72.3,59.6,58.9,46.2,63.9,speaking,vocabulary,DECLINING
569,5,USER,170,911,5,11,0,0,41.9,53.3,3,5,7,3,4,9,12,25,45,67.6,63.8,62.6,1.72,22,72,1,0,74.5,0.0,1,67.1,64.1,59.4,64.5,69.0,55.9,vocabulary,grammar,STABLE
570,6,USER,402,2381,10,8,0,0,36.6,48.7,4,7,21,16,20,42,52,125,275,52.9,46.3,42.8,2.12,182,406,3,1,53.9,58.4,0,35.8,58.3,32.8,55.1,38.5,36.1,speaking,reading,IMPROVING
571,3,USER,537,2800,17,2,263,1,60.2,57.8,5,9,20,15,28,48,68,176,340,62.6,65.2,68.0,1.95,121,515,4,3,100.0,60.9,0,76.2,67.7,67.6,83.2,46.5,70.5,writing,vocabulary,STABLE
572,7,USER,639,1414,4,9,321,1,44.7,56.2,1,7,11,10,13,18,14,24,53,65.7,66.3,60.8,1.49,75,193,2,0,55.9,0.0,0,58.7,50.8,50.5,56.6,65.8,66.5,grammar,reading,STABLE
573,3,USER,355,1991,11,0,0,0,71.4,66.5,4,9,17,5,12,30,40,67,191,59.0,62.6,62.8,1.78,66,265,1,3,55.7,45.0,2,50.7,41.6,75.9,56.7,46.6,54.3,reading,speaking,STABLE
574,9,USER,96,1005,4,1,0,0,15.9,7.5,2,6,9,3,4,6,20,30,44,53.2,49.2,51.3,1.67,20,61,0,1,0.0,74.4,0,45.2,64.3,51.1,49.6,46.0,53.8,speaking,listening,STABLE
575,7,USER,454,1728,10,7,95,1,54.6,40.7,2,6,11,8,11,25,26,55,147,53.9,47.4,50.3,1.68,126,293,1,2,57.4,43.0,5,54.0,41.1,62.9,53.7,42.2,63.0,grammar,speaking,STABLE
576,12,USER,0,1329,7,13,86,1,40.7,62.0,2,3,7,2,4,9,25,38,69,49.4,50.0,49.6,1.62,22,89,0,0,0.0,0.0,0,55.1,42.2,51.0,60.6,52.3,31.1,writing,grammar,STABLE
577,11,USER,308,1955,16,0,0,0,67.2,57.8,6,9,19,9,15,35,56,127,260,70.8,73.3,70.7,1.56,91,374,2,1,76.7,58.8,1,59.1,52.8,71.3,73.9,89.6,75.1,vocabulary,speaking,STABLE
578,10,USER,142,1157,4,6,0,0,31.8,17.8,4,5,7,8,10,14,29,48,84,57.9,51.1,48.8,1.49,32,123,1,1,56.2,57.6,2,56.9,55.6,41.9,60.0,45.0,61.5,grammar,reading,IMPROVING
579,9,USER,127,1187,9,4,59,1,17.3,29.7,3,5,8,2,4,9,17,30,65,60.0,60.8,60.4,1.75,23,68,0,0,0.0,0.0,0,61.5,67.2,70.3,75.3,57.3,50.6,writing,grammar,STABLE
580,6,USER,0,1995,21,4,0,0,79.0,75.3,4,10,23,6,15,29,65,116,184,49.4,57.4,60.1,1.95,71,267,2,2,70.2,66.2,1,66.1,58.5,60.0,63.5,42.6,55.0,listening,vocabulary,DECLINING
581,3,USER,174,1192,10,4,0,0,66.3,77.3,6,6,8,2,4,6,29,37,61,71.9,70.3,65.2,1.31,21,79,0,0,0.0,0.0,0,58.7,85.6,53.6,78.1,73.7,63.9,speaking,reading,IMPROVING
582,2,USER,196,1031,1,6,0,0,44.0,49.6,2,6,10,3,6,16,34,47,116,46.6,45.7,49.0,2.08,39,147,0,0,0.0,0.0,0,56.9,44.7,22.1,46.6,47.7,46.5,listening,reading,STABLE
583,6,USER,225,2161,10,7,67,1,83.0,84.7,3,8,18,7,16,38,106,146,214,48.3,46.8,45.8,2.07,152,369,3,9,59.6,64.0,5,47.5,69.9,44.2,58.8,40.6,59.4,speaking,vocabulary,STABLE
584,9,USER,286,2103,9,0,0,0,77.0,79.4,4,11,20,10,16,33,85,180,241,46.5,54.5,52.3,1.75,118,310,3,4,45.1,53.1,0,42.7,50.2,61.1,41.9,52.5,62.5,grammar,writing,STABLE
585,9,USER,173,1516,0,4,0,0,44.7,43.4,3,5,8,3,5,11,19,32,78,56.7,60.1,68.1,1.86,28,92,0,0,0.0,0.0,1,67.5,73.8,67.6,65.1,46.6,67.2,speaking,vocabulary,DECLINING
586,7,USER,260,1662,7,5,0,0,77.1,99.3,2,10,16,5,12,21,54,73,116,52.6,47.5,51.3,2.3,30,158,0,2,0.0,40.1,1,58.4,44.4,48.6,22.5,55.1,45.1,listening,writing,STABLE
587,6,USER,377,2454,6,3,52,1,59.1,72.0,4,8,17,14,24,34,59,164,246,54.2,55.7,56.7,1.79,103,329,2,2,52.3,58.8,0,49.5,56.3,60.3,52.9,65.2,65.1,vocabulary,listening,STABLE
588,10,USER,693,3187,21,0,83,1,81.6,80.0,5,11,27,20,41,60,84,234,322,64.0,63.9,58.0,1.49,135,541,7,7,38.9,69.5,2,36.9,66.1,68.7,35.9,56.4,62.3,reading,writing,IMPROVING
589,10,USER,392,2737,19,2,0,0,72.8,99.9,4,9,22,23,30,43,57,154,236,46.9,47.9,49.1,2.3,147,389,4,4,59.3,65.0,0,58.1,57.6,35.7,49.7,56.1,49.5,listening,reading,STABLE
590,6,USER,501,2028,7,5,144,1,73.7,95.2,3,7,13,9,13,20,49,78,136,56.2,59.3,57.3,1.51,93,227,1,0,64.3,0.0,3,71.9,60.2,72.6,63.6,33.7,69.8,reading,vocabulary,STABLE
591,9,USER,772,3353,12,5,153,1,69.1,86.2,6,12,21,27,36,49,154,337,454,62.0,53.8,54.8,1.88,134,527,5,1,48.0,52.1,3,53.5,57.1,42.9,45.0,51.0,70.3,grammar,reading,IMPROVING
592,3,USER,288,1473,3,3,8,1,44.1,61.6,3,3,9,3,7,15,42,57,106,58.0,63.5,61.5,1.9,53,174,0,1,0.0,45.8,0,67.6,43.7,54.5,61.2,85.4,59.0,vocabulary,speaking,STABLE
593,5,USER,771,4252,17,6,266,1,78.8,71.9,6,13,26,18,28,56,229,338,532,70.6,68.8,64.1,1.65,276,641,4,5,61.9,59.2,0,65.8,63.6,61.9,63.9,71.4,59.4,vocabulary,grammar,IMPROVING
